OBJECTID,poly_SourceOID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_DeleteThis,poly_FeatureAccess,poly_FeatureStatus,poly_IsVisible,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_IRWINID,poly_FORID,poly_Acres_AutoCalc,poly_SourceGlobalID,poly_Source,attr_SourceOID,attr_ABCDMisc,attr_ADSPermissionState,attr_CalculatedAcres,attr_ContainmentDateTime,attr_ControlDateTime,attr_CreatedBySystem,attr_IncidentSize,attr_DiscoveryAcres,attr_DispatchCenterID,attr_EstimatedCostToDate,attr_FinalAcres,attr_FFReportApprovedByTitle,attr_FFReportApprovedByUnit,attr_FFReportApprovedDate,attr_FireBehaviorGeneral,attr_FireBehaviorGeneral1,attr_FireBehaviorGeneral2,attr_FireBehaviorGeneral3,attr_FireCause,attr_FireCauseGeneral,attr_FireCauseSpecific,attr_FireCode,attr_FireDepartmentID,attr_FireDiscoveryDateTime,attr_FireMgmtComplexity,attr_FireOutDateTime,attr_FireStrategyConfinePercent,attr_FireStrategyFullSuppPrcnt,attr_FireStrategyMonitorPercent,attr_FireStrategyPointZonePrcnt,attr_FSJobCode,attr_FSOverrideCode,attr_GACC,attr_ICS209ReportDateTime,attr_ICS209RptForTimePeriodFrom,attr_ICS209RptForTimePeriodTo,attr_ICS209ReportStatus,attr_IncidentManagementOrg,attr_IncidentName,attr_IncidentShortDescription,attr_IncidentTypeCategory,attr_IncidentTypeKind,attr_InitialLatitude,attr_InitialLongitude,attr_InitialResponseAcres,attr_InitialResponseDateTime,attr_IrwinID,attr_IsFireCauseInvestigated,attr_IsFireCodeRequested,attr_IsFSAssisted,attr_IsMultiJurisdictional,attr_IsQuarantined,attr_IsReimbursable,attr_IsTrespass,attr_IsUnifiedCommand,attr_IsValid,attr_LocalIncidentIdentifier,attr_ModifiedBySystem,attr_PercentContained,attr_PercentPerimToBeContained,attr_POOCity,attr_POOCounty,attr_POODispatchCenterID,attr_POOFips,attr_POOJurisdictionalAgency,attr_POOJurisdictionalUnit,attr_POOJurisdictUnitParentUnit,attr_POOLandownerCategory,attr_POOLandownerKind,attr_POOLegalDescPrincipalMerid,attr_POOLegalDescQtr,attr_POOLegalDescQtrQtr,attr_POOLegalDescRange,attr_POOLegalDescSection,attr_POOLegalDescTownship,attr_POOPredictiveServiceAreaID,attr_POOProtectingAgency,attr_POOProtectingUnit,attr_POOState,attr_PredominantFuelGroup,attr_PredominantFuelModel,attr_PrimaryFuelModel,attr_SecondaryFuelModel,attr_TotalIncidentPersonnel,attr_UniqueFireIdentifier,attr_FORID,attr_WFDSSDecisionStatus,attr_EstimatedFinalCost,attr_OrganizationalAssessment,attr_StratDecisionPublishDate,attr_CreatedOnDateTime_dt,attr_ModifiedOnDateTime_dt,attr_Source,attr_IsCpxChild,attr_CpxName,attr_CpxID,attr_SourceGlobalID,GlobalID,Shape__Area,Shape__Length,attr_IncidentComplexityLevel
37190,2217,Lebar  ,Wildfire Daily Fire Perimeter,Mixed Methods,,No,Public,Approved,Yes,2/24/2025 6:41:17 PM,2/28/2025 4:15:10 PM,,{DB5C769E-79D3-48CB-B9DD-80E56E3063EE},,512.723101779923,{F21880FE-EACC-48C9-9909-087C84CACB68},2025 NIFS,33055974,,DEFAULT,,,,wildcade,512,30,WYCPC,2000,,,,,Active,,Wind Driven Runs,Running,Human,,,SFV7,,2/23/2025 6:30:00 PM,,,0,100,0,0,,,RMCC,2/24/2025 9:51:33 PM,2/23/2025 8:00:00 PM,2/24/2025 7:15:00 PM,F,Type 4 IC,Lebar,10 miles north of Douglas,WF,FI,42.919821,-105.26722,,,{DB5C769E-79D3-48CB-B9DD-80E56E3063EE},,0,1,,0,,,0,1,250017,ics209,100,100,Douglas,Converse,WYCPC,56009,,,,Private,Private,,,,,,,RM04,C&L,WYCOX,US-WY,,,Short Grass (1 foot),Tall Grass (2.5 feet),32,2025-WYCOX-250017,,No Decision,,,,2/24/2025 2:46:14 AM,2/24/2025 9:51:33 PM,IRWIN,0,,,{F0353CBC-81CE-4657-819B-7A8CE3AFA40E},741e8949-172d-463f-98d7-83670de6d935,0.000228659851018165,0.152800799676273,
37126,2170,Brush Pile 1,Wildfire Daily Fire Perimeter,Auto-generated for InFORM,15.6,No,Public,Approved,Yes,2/23/2025 8:30:26 PM,2/23/2025 9:48:58 PM,2/23/2025 8:55:18 PM,{1E784CDF-C99C-4F61-94A3-F2BB0B366D96},,15.56527968031,{D1732AFE-BD82-4FA7-864A-F021218D465B},2025 NIFS,33055925,,DEFAULT,,2/24/2025 8:55:00 PM,3/3/2025 10:43:00 PM,wildcade,15.6,4,SDGPC,,,,,,,,,,Human,,,SFV1,,2/23/2025 6:51:30 PM,,,,,,,PN,1532,RMCC,,,,,,Brush Pile 1,,WF,FI,44.135219,-103.300451,,,{1E784CDF-C99C-4F61-94A3-F2BB0B366D96},,0,1,,0,,,,1,250145,wildcade,,,,Pennington,SDGPC,46103,,,,Private,Private,,,,,,,RM05,DWF,SDSDS,US-SD,,,,,,2025-SDSDS-250145,,No Decision,,,,2/23/2025 8:30:11 PM,3/3/2025 10:44:38 PM,IRWIN,0,,,{C73C60E9-FA69-42C9-AB3A-F9778A095B8A},428a611d-7755-4205-a0f9-e4619ea27171,7.08317566022743E-06,0.0139099606421547,
37127,2171,Bogus,Wildfire Daily Fire Perimeter,Auto-generated for InFORM,0.57,No,Public,Approved,Yes,2/23/2025 8:41:50 PM,2/24/2025 1:40:05 PM,2/23/2025 8:55:20 PM,{021E77E8-86A4-4CEA-9336-5CAFB51B6A0B},,0.56594478716752,{96EA1AE8-673B-4C01-A2C0-2548C8FD37C5},2025 NIFS,33055927,,DEFAULT,,2/24/2025 1:00:00 AM,2/27/2025 6:00:00 PM,wildcade,0.57,1,SDGPC,,,,,,,,,,Human,,,SFV2,,2/23/2025 7:29:16 PM,,3/3/2025 6:33:00 PM,,,,,PN,1532,RMCC,,,,,,Bogus,,WF,FI,44.124014,-103.436832,,,{021E77E8-86A4-4CEA-9336-5CAFB51B6A0B},,0,1,,0,,,,1,250146,wildcade,,,,Pennington,SDGPC,46103,,,,Private,Private,,,,,,,RM05,DWF,SDSDS,US-SD,,,,,,2025-SDSDS-250146,,No Decision,,,,2/23/2025 8:41:20 PM,3/3/2025 6:37:03 PM,IRWIN,0,,,{1941BF07-658D-4D6F-A123-BFDF019642B3},031e6d39-dc49-4c1c-baf9-798d3a6bc9ac,2.57523879554356E-07,0.00275983601222753,
37300,2174,High Knob,Wildfire Daily Fire Perimeter,Auto-generated for InFORM,2.09,No,Public,Approved,Yes,2/23/2025 9:03:44 PM,3/4/2025 9:11:02 PM,2/23/2025 11:09:13 PM,{02CEBF59-FBB9-48BC-97C2-CA57FC278F27},,2.09042778310041,{2AFDD174-9826-4D5D-83E8-19290A4CD0BB},2025 NIFS,33055933,,DEFAULT,,,,wildcade,2.09,1,NCNCC,,,,,,,,,,Undetermined,,,SFV4,,2/23/2025 8:08:12 PM,,,,,,,P8,,SACC,,,,,,HIGH KNOB,,WF,FI,35.7747,-82.05672,,,{02CEBF59-FBB9-48BC-97C2-CA57FC278F27},,0,1,,0,,,,1,250038,wildcade,,,,Macon,NCNCC,37113,USFS,NCNCF,,USFS,Federal,,,,,,,SA31A,USFS,NCNCF,US-NC,,,,,,2025-NCNCF-250038,,No Decision,,,,2/23/2025 9:03:25 PM,2/23/2025 11:09:00 PM,IRWIN,0,,,{0A96E984-79EE-4896-BF39-C76CC348CE2A},c55742a9-6a73-4bb6-81c6-59264eec535a,8.35401806398295E-07,0.00387785663642154,
37191,27151,Barrel ,Wildfire Final Fire Perimeter,Mixed Methods,5.216572,No,Public,Approved,Yes,2/28/2025 5:28:27 PM,2/28/2025 5:28:27 PM,2/28/2025 5:28:27 PM,{B8FFEB78-8081-493C-B6F8-606E45E41B36},{1A0D57A7-2824-4A49-877C-3F0DD846D4B6},5.2165725853613,,FFP,5487067,,CERTIFIED,5.22,2/24/2025 12:15:00 AM,2/24/2025 8:02:00 PM,wildcade,5,,WYCDC,,,,,2/28/2025 5:28:20 PM,,,,,,,,SFW0,,2/23/2025 11:24:58 PM,,2/26/2025 3:25:00 PM,,,,,PA,1532,RMCC,,,,,,BARREL,,WF,FI,43.025804,-108.782441,,2/23/2025 11:25:00 PM,,1,,1,,0,,,,1,000057,wildcade,,,,Fremont,WYCDC,56013,BIA,WYWRA,,BIA,Federal,,,,,,,,BIA,WYWRA,US-WY,Grass,GR1,,,,2025-WYWRA-000057,{1A0D57A7-2824-4A49-877C-3F0DD846D4B6},,,,,2/24/2025 3:16:38 PM,2/27/2025 9:43:06 PM,FODR,,,,{88D8EFD2-7F8A-4D69-B280-C60D54E265B2},124fbfec-f254-4fc2-9b83-c57669367941,2.33134824156878E-06,0.00888364378937951,
37136,2201,East Gould,Wildfire Daily Fire Perimeter,Hand Sketch,4,No,Public,Approved,Yes,2/24/2025 3:37:33 PM,2/25/2025 1:48:06 PM,2/24/2025 8:11:57 PM,{A911D84D-1A30-44AD-8CEA-05FBAFA553FE},,21.8016503915147,{A7057E7C-6B56-4E06-988A-C710C2C0B46F},2025 NIFS,33056024,,DEFAULT,,2/24/2025 8:04:00 PM,2/25/2025 9:02:00 PM,wildcade,4,10,MNMNCC,,,,,,,,,,Undetermined,,,,,2/24/2025 3:26:58 PM,,,,,,,,,EACC,,,,,,East Gould,,WF,FI,47.209001,-94.168342,,,{A911D84D-1A30-44AD-8CEA-05FBAFA553FE},,0,,,0,,,,1,000099,wildcade,,,,Cass,MNMNCC,27021,,,,Private,Private,,,,,,,EA01,DNR,MN1BS,US-MN,,,,,,2025-MN1BS-000099,,No Decision,,,,2/24/2025 3:36:56 PM,2/25/2025 9:05:03 PM,IRWIN,0,,,{3B0C4C25-4BAE-40CF-A230-08F4A3991296},6a9520f0-cc4b-457b-b150-7b766567d028,1.0473834208824E-05,0.0182996444010723,
37168,2205,Flyway,Wildfire Daily Fire Perimeter,Mixed Methods,,No,Public,Approved,Yes,2/24/2025 4:53:30 PM,2/26/2025 11:32:13 PM,,{64AF885D-8FB2-45D7-BDF9-7D3EC1F35F61},,1.07952211133753,{BD5B3544-83C1-49E0-85DC-2A647174F42C},2025 NIFS,33056053,,DEFAULT,,2/24/2025 5:19:00 PM,2/24/2025 7:40:00 PM,wildcade,1.3,1,SDGPC,,,,,,,,,,Undetermined,,,,,2/24/2025 4:35:49 PM,,2/27/2025 7:41:00 PM,,,,,,,RMCC,,,,,,Flyway,,WF,FI,43.368566,-103.550102,,,{64AF885D-8FB2-45D7-BDF9-7D3EC1F35F61},,0,1,,0,,,,1,250147,wildcade,,,,Fall River,SDGPC,46047,,,,Private,Private,,,,,,,RM06,DWF,SDSDS,US-SD,,,,,,2025-SDSDS-250147,,No Decision,,,,2/24/2025 5:40:23 PM,3/4/2025 10:56:04 PM,IRWIN,0,,,{1FC73BF6-13C8-499B-9E59-6745B72C092A},c21bc047-e1ea-423b-90eb-b320c73b65d2,4.85174041386927E-07,0.00451683997469901,
37139,2219,JUNCTION,Wildfire Daily Fire Perimeter,Auto-generated for InFORM,0.6,No,Public,Approved,Yes,2/24/2025 7:18:19 PM,2/24/2025 11:09:14 PM,2/24/2025 10:33:40 PM,{A9E2C740-6FA6-4F35-8950-0ABE3B4C53C5},,0.555735556090953,{5BCC4BBF-B86B-49B6-A567-6ECE06F7AB0C},2025 NIFS,38272007,,DEFAULT,,2/24/2025 8:25:00 PM,2/24/2025 10:10:00 PM,wildcade,0.6,0.1,CAPNFC,,,,,,,,,,Human,,,SFW7,,2/24/2025 6:43:00 PM,,3/3/2025 10:02:00 PM,,,,,P5,0511,ONCC,,,,,,JUNCTION,,WF,FI,39.956811,-120.913372,,,{A9E2C740-6FA6-4F35-8950-0ABE3B4C53C5},,0,,,0,,1,,1,000110,INFORM_Inspector,,,,Plumas,CAPNFC,06063,,,,Private,Private,,,,,,,NC07,USFS,CAPNF,US-CA,,,,,,2025-CAPNF-000110,,No Decision,,,,2/24/2025 7:17:54 PM,3/5/2025 6:01:09 PM,IRWIN,0,,,{A9E2C740-6FA6-4F35-8950-0ABE3B4C53C5},7f52a9e6-3897-4394-ac97-f94d809ecaa6,2.37050244322745E-07,0.00237863377674693,
37140,2266,Deer Stand,Wildfire Daily Fire Perimeter,Mixed Methods,15.7132480496109,No,Public,Approved,Yes,2/25/2025 2:03:21 PM,2/25/2025 2:05:01 PM,2/25/2025 12:18:25 AM,{1DE931A5-81C8-4D8E-AF5D-702FAC55C626},,15.7132543659629,{52F409D2-F578-4362-AD6D-F08BBDEC3D55},2025 NIFS,33056110,,DEFAULT,,2/27/2025 8:21:19 PM,,firesponse,30,30,TXTIC,,,,,,,,,,Undetermined,,,,,2/24/2025 10:13:06 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Deer Stand,,WF,FI,32.34562659,-98.24391306,,,{1DE931A5-81C8-4D8E-AF5D-702FAC55C626},,0,,,0,,,0,1,250546,firesponse,100,,,Erath,TXTIC,48143,SFS,TXTXS,,Private,Private,,,,,,,SA06,SFS,TXTXS,US-TX,,,Brush (2 feet),,,2025-TXTXS-250546,,No Decision,,,,2/24/2025 11:11:03 PM,3/3/2025 12:30:07 AM,IRWIN,0,,,{3D281FB5-FFEE-4929-94B3-FE5B797CDC58},6b045c4b-e0cb-45af-aa1d-999bf9393dd1,6.0920517626073E-06,0.0159014807131958,Type 5 Incident
37366,27215,2 Mile 2025,Wildfire Final Fire Perimeter,Mixed Methods,137,No,Public,Approved,Yes,3/7/2025 6:38:52 PM,3/7/2025 6:38:52 PM,3/7/2025 6:38:52 PM,{ED2AD230-1607-44DA-9EEE-AF4C96A5FC16},{A99D7E98-EE05-47D6-ADEC-B809B514BC62},137.505268585669,,FFP,5485981,,CERTIFIED,137.51,2/25/2025 11:00:00 PM,2/27/2025 12:00:00 AM,wildcade,137,,TXTIC,,,,,3/7/2025 6:38:45 PM,,,,,,,,SFX7,,2/24/2025 10:44:32 PM,,3/6/2025 6:36:00 PM,,,,,PP,1532,SACC,,,,,,2 Mile 2025,,WF,FI,26.043158,-97.153202,,2/24/2025 11:30:00 PM,,1,,1,,0,,1,,1,000063,wildcade,,,,Kleberg,TXTIC,48273,NPS,TXPAP,,NPS,Federal,,,,,,,,NPS,TXPAP,US-TX,Grass,GR3,,,,2025-TXPAP-000063,{A99D7E98-EE05-47D6-ADEC-B809B514BC62},,,,,2/24/2025 11:05:52 PM,2/27/2025 7:39:18 PM,FODR,,,,{073EB7C6-6FC6-4B12-AEF3-C05DE1C3D4E0},ddd5b93c-0bbe-4986-8df7-3b425d5568be,5.07674621985643E-05,0.0546877025718369,
37142,2262,Schaffer Road,Wildfire Daily Fire Perimeter,Auto-generated for InFORM,5,No,Public,Approved,Yes,2/25/2025 1:27:59 AM,2/25/2025 8:48:57 PM,2/25/2025 1:33:31 AM,{E33CDBD2-268C-49A0-B2D5-BC8D821C96B5},,10.3162093169923,{03AF7FD8-818E-40C1-B907-188326E52F4E},2025 NIFS,33056128,,DEFAULT,,2/27/2025 12:12:00 AM,3/1/2025 8:59:00 PM,wildcade,12,5,SDGPC,,,,,,,,,,Human,,,SFY2,,2/25/2025 1:14:16 AM,,,,,,,PN,1532,RMCC,,,,,,Schaffer Road,,WF,FI,42.76875,-102.875883,,,{E33CDBD2-268C-49A0-B2D5-BC8D821C96B5},,0,1,,0,,,,1,250151,wildcade,,,,Dawes,SDGPC,31045,,,,Private,Private,,,,,,,RM24,SFS,NENES,US-NE,,,,,,2025-NENES-250151,,No Decision,,,,2/25/2025 1:27:43 AM,3/1/2025 8:59:34 PM,IRWIN,0,,,{25ED8846-6763-49B0-B30C-60AD623516FE},a91c0953-5c47-48df-bbde-77d386e69242,4.59202919955715E-06,0.0130080757500661,
37141,2280,FD010025,Wildfire Daily Fire Perimeter,Auto-generated for InFORM,1,No,Public,Approved,Yes,2/25/2025 6:08:11 PM,2/25/2025 6:14:08 PM,2/25/2025 6:08:11 PM,{AE82C0C2-7276-4D25-BD0D-F454201B65A7},,1.19882595808174,{36D77F08-445A-4A41-BAE6-B11DD0E2C3CE},2025 NIFS,33056216,,DEFAULT,,2/25/2025 5:48:00 PM,2/25/2025 6:39:00 PM,INFORM_Mobile,1.2,,NHNEC,,,,,,,,,,Human,Debris and open burning,Yard debris,,,2/25/2025 5:28:00 PM,,2/25/2025 7:06:00 PM,,,,,,,EACC,,,,,,FD010025,,WF,FI,,,,2/25/2025 5:30:00 PM,{AE82C0C2-7276-4D25-BD0D-F454201B65A7},,0,,,0,,,,1,FD010025,INFORM_Mobile,,,,Dukes,NHNEC,25007,,,,Private,Private,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2025-MAMAS-FD010025,,No Decision,,,,2/25/2025 6:08:03 PM,2/25/2025 8:18:29 PM,IRWIN,0,,,{8836824D-C62D-4BDC-8163-10C9635785FB},9a199467-1d16-427e-8160-548df3933465,5.22145455761347E-07,0.00350402386032516,
37249,2292,Wintergreens,Wildfire Daily Fire Perimeter,Mixed Methods,0.1,No,Public,Approved,Yes,2/25/2025 8:00:05 PM,3/3/2025 1:49:59 PM,2/28/2025 10:18:13 PM,{BBDF24E7-FA09-4D75-8D12-0C35AA1DE70D},,0.098413246738658,{CF42D413-7A49-4198-8B1A-06DB9CEF94B3},2025 NIFS,33056243,,DEFAULT,,,2/25/2025 9:24:00 PM,iffrs,0.1,0.01,WIWISC,,,,,,,,,,Human,Debris and open burning,Yard debris,SFZ6,,2/25/2025 6:00:00 PM,,2/25/2025 9:24:00 PM,,,,,,,EACC,,,,,,Wintergreens,,WF,FI,43.48366,-89.95308,0.01,2/25/2025 8:05:00 PM,{BBDF24E7-FA09-4D75-8D12-0C35AA1DE70D},,0,,,0,,,,1,FIRE123126,iffrs,,,,Sauk,WIWIC,55111,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,Timber (Litter and Understory),,,2025-WIWIS-FIRE123126,,No Decision,,,,2/25/2025 7:59:41 PM,2/28/2025 10:17:47 PM,IRWIN,0,,,{E4F5F3F9-5E30-440E-BF86-E9A6FAFF72A7},6175883e-ee2a-4903-8e82-d77227adc7fb,4.43114913650788E-08,0.00110085156948727,
37179,2287,Crestwood,Wildfire Daily Fire Perimeter,Mixed Methods,0.31,No,Public,Approved,Yes,2/25/2025 7:11:54 PM,2/27/2025 6:30:09 PM,2/27/2025 5:57:50 PM,{C42FE801-EBC3-4497-AF89-A5394D549105},,0.305504751743845,{EA5B5E2F-38F6-401A-B828-BE8C83E57C07},2025 NIFS,33056233,,DEFAULT,,,2/25/2025 7:50:00 PM,iffrs,0.31,0.01,WIWISC,,,,,,,,,,Human,Debris and open burning,Yard debris,SFZ5,,2/25/2025 6:45:00 PM,,2/25/2025 8:15:00 PM,,,,,,,EACC,,,,,,Crestwood,,WF,FI,43.50398,-89.40924,0.01,2/25/2025 7:29:00 PM,{C42FE801-EBC3-4497-AF89-A5394D549105},,0,,,0,,,,1,FIRE123125,iffrs,,,,Columbia,WIWIC,55021,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,Short Grass (1 foot),,,2025-WIWIS-FIRE123125,,No Decision,,,,2/25/2025 7:11:37 PM,2/27/2025 5:57:32 PM,IRWIN,0,,,{0FE62DE1-DAAF-442B-A9DE-FA23ED21FB97},81fcc4e8-c369-493d-8cf7-67afb3801c58,1.37599727167981E-07,0.0021428544373557,
37158,27136,MA Windmill,Wildfire Final Fire Perimeter,Mixed Methods,186.8,No,Public,Approved,Yes,2/26/2025 8:58:24 PM,2/26/2025 8:58:24 PM,2/26/2025 8:58:24 PM,{2B463503-DFB5-47C8-B17D-D91F1C1A7859},{4243F57D-862E-432B-B330-406826576EA2},186.773564356219,,FFP,5484519,,CERTIFIED,186.77,2/25/2025 10:40:00 PM,2/25/2025 10:45:00 PM,wildcade,187,,TXTIC,,,,,2/26/2025 8:58:17 PM,,,,,,,,,,2/25/2025 8:24:03 PM,,2/25/2025 11:30:00 PM,,,,,,,SACC,,,,,,MA Windmill,,WF,FI,36.225725,-102.13254,,2/25/2025 8:25:00 PM,,1,,,,0,,0,,1,000067,wildcade,,,,Hutchinson,TXTIC,48233,,,,Private,Private,,,,,,,,NPS,TXLAP,US-TX,,,,,,2025-TXLAP-000067,{4243F57D-862E-432B-B330-406826576EA2},,,,,2/26/2025 4:42:19 PM,2/26/2025 4:42:19 PM,FODR,,,,{C92C9293-7DD4-4345-A06B-A72D81A672F6},8c5e50b5-ca7f-4a4e-8ccf-aaa5712fb176,7.53435360820731E-05,0.0620249626413712,
37149,2304,Cherokee 0565,Wildfire Daily Fire Perimeter,Mixed Methods,0.709919527703005,No,Public,Approved,Yes,2/25/2025 9:04:19 PM,2/26/2025 5:26:22 PM,2/25/2025 9:33:55 PM,{D0549C48-8839-41CE-8231-4F3250ED2D2E},,0.709919829377871,{B1FD4317-4013-4F38-8EED-162E817AC4B7},2025 NIFS,33056253,,DEFAULT,,2/25/2025 9:27:00 PM,,firesponse,0.75,0.75,TXTIC,,,,,,Minimal,,,,Human,Debris and open burning,Yard debris,,,2/25/2025 8:42:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Cherokee 0565,,WF,FI,31.88218,-95.288346,,,{D0549C48-8839-41CE-8231-4F3250ED2D2E},,0,,,0,,,0,1,250565,firesponse,100,,,Cherokee,TXTIC,48073,SFS,TXTXS,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,Short Grass (1 foot),,,2025-TXTXS-250565,,No Decision,,,,2/25/2025 9:07:00 PM,3/5/2025 3:40:45 AM,IRWIN,0,,,{FFEA78C0-D653-4FC1-A89F-F2FDFA0CA46B},085d331f-5eda-417d-a606-dd460594fe06,2.73843397735618E-07,0.00254229180960347,Type 5 Incident
37346,27198,White face,Wildfire Final Fire Perimeter,Mixed Methods,43.5,No,Public,Approved,Yes,3/6/2025 9:06:15 PM,3/6/2025 9:06:15 PM,3/6/2025 9:06:15 PM,{9B77A8AE-60DC-436B-9FD3-58F259348034},{EA137234-BBB9-4E8E-A897-8F911DAF3A53},43.437909195414,,FFP,5484712,,CERTIFIED,43.44,,,INFORM_Inspector,43.44,,SDGPC,,,,,3/6/2025 9:06:07 PM,,,,,,,,SF0D,,2/25/2025 8:43:26 PM,,2/28/2025 10:30:00 PM,,,,,,,RMCC,,,,,,White Face,,WF,FI,,,,2/25/2025 8:47:00 PM,,1,,0,,0,,,,1,000003,INFORM_Inspector,,,,Todd,SDGPC,46121,BIA,SDRBA,,BIA,Federal,,,,,,,,BIA,SDRBA,US-SD,Grass,GR1,,,,2025-SDRBA-000003,{EA137234-BBB9-4E8E-A897-8F911DAF3A53},,,,,2/25/2025 9:48:55 PM,2/25/2025 9:48:55 PM,FODR,,,,{E8508E3D-43BD-4268-85FF-ED92C806BE47},76482483-1599-4efe-8f21-271dd9be97f5,1.94372296391521E-05,0.0276854668101101,
37200,2498,KC 450,Wildfire Daily Fire Perimeter,Mixed Methods,732.679758092829,No,Public,Approved,Yes,2/27/2025 1:47:26 AM,2/28/2025 8:36:02 PM,2/28/2025 2:23:00 PM,{36E5A0C4-BED9-4AD2-A05B-89E5E24A2C28},,732.677140711003,{B04719C1-9CC4-40B5-A582-AF41694F9C7D},2025 NIFS,38286815,,DEFAULT,,2/28/2025 9:08:55 PM,3/7/2025 9:45:24 PM,firesponse,122,122,TXTIC,0,,,,,Minimal,,Creeping,,Human,Debris and open burning,Escaped Prescribed Burn,,,2/25/2025 9:09:33 PM,Type 4 Incident,,0,100,0,0,,,SACC,3/2/2025 4:04:14 AM,2/28/2025 2:00:00 PM,3/1/2025 2:00:00 AM,F,Type 4 IC,KC 450,8 miles SE of Junction TX,WF,FI,30.38541667,-99.66921667,,,{36E5A0C4-BED9-4AD2-A05B-89E5E24A2C28},,0,,,0,,,0,1,250566,firesponse,100,100,,Kimble,TXTIC,48267,SFS,TXTXS,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,Brush (2 feet),,16,2025-TXTXS-250566,,No Decision,,,,2/25/2025 11:30:16 PM,3/7/2025 9:45:49 PM,IRWIN,0,,,{36E5A0C4-BED9-4AD2-A05B-89E5E24A2C28},38eb761d-ed4f-4fea-8e5c-22a0e6a40cc6,0.000278235772611879,0.110641223242077,Type 4 Incident
37148,2345,Sandy Bluff,Wildfire Daily Fire Perimeter,Mixed Methods,29.4881454906615,No,Public,Approved,Yes,2/26/2025 12:38:37 AM,2/26/2025 5:25:16 PM,2/25/2025 11:16:51 PM,{184488EE-A780-4631-9A83-88734CE72435},,29.4881557378532,{C82A0E3F-DB00-46B3-AFB9-0394AC31D82A},2025 NIFS,33056285,,DEFAULT,,2/26/2025 8:00:17 PM,,firesponse,29.5,29.5,TXTIC,,,,,,,,,,Undetermined,,,,,2/25/2025 9:26:55 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Sandy Bluff,,WF,FI,31.39890583,-96.52567202,,,{184488EE-A780-4631-9A83-88734CE72435},,0,,,0,,,0,1,250567,firesponse,100,,,Limestone,TXTIC,48293,SFS,TXTXS,,Private,Private,,,,,,,SA11,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-250567,,No Decision,,,,2/25/2025 11:03:56 PM,3/1/2025 10:27:35 PM,IRWIN,0,,,{F9B5A237-3073-448D-972C-626928516128},9a1b75ee-cb1f-4961-b7bd-0918453aefab,1.13158878320974E-05,0.0232417992005352,Type 5 Incident
37147,2358,Hickory Creek,Wildfire Daily Fire Perimeter,Mixed Methods,12.285426798897,No,Public,Approved,Yes,2/26/2025 1:32:32 PM,2/26/2025 5:21:34 PM,2/26/2025 1:30:42 AM,{FD3E97C0-9DB3-4D41-9A92-897CF5F7E1E1},,12.2853827513551,{71F67112-FC66-47C4-8C18-25AA786A3513},2025 NIFS,33056296,,DEFAULT,,2/26/2025 11:45:40 PM,3/2/2025 1:07:26 AM,firesponse,12.5,12.5,TXTIC,,,,,,,,,,Undetermined,Undetermined (remarks required),,,,2/25/2025 9:45:42 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Hickory Creek,,WF,FI,30.34494018,-98.47106083,,,{FD3E97C0-9DB3-4D41-9A92-897CF5F7E1E1},,0,,,0,,,1,1,250570,firesponse,100,,,Blanco,TXTIC,48031,SFS,TXTXS,,Private,Private,,,,,,,SA11,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-250570,,No Decision,,,,2/25/2025 11:43:08 PM,3/2/2025 1:11:25 AM,IRWIN,0,,,{074A5607-6D39-4E22-B775-B629C8289DD2},9fade48d-c0f3-49d5-ad53-e0285c9c79c2,4.66422716272064E-06,0.0103019585261418,Type 5 Incident
37187,2342,Scott,Wildfire Daily Fire Perimeter,Mixed Methods,,No,Public,Approved,Yes,2/26/2025 12:25:44 AM,2/28/2025 4:15:10 PM,,{14ED3DDA-BFCC-4449-A5DD-5E5948159C2F},,0.766995226149288,{F81D78BA-AD28-4593-AE25-E5E8870580FB},2025 NIFS,33056305,,DEFAULT,,,,wildcade,0.1,1,WYCPC,,,,,,,,,,Undetermined,,,SF0G,,2/25/2025 10:08:31 PM,,,,,,,,,RMCC,,,,,,Scott,,WF,FI,42.614489,-105.110321,,,{14ED3DDA-BFCC-4449-A5DD-5E5948159C2F},,0,1,,0,,,,1,250020,firecode,,,,Converse,WYCPC,56009,,,,Private,Private,,,,,,,RM04,C&L,WYCOX,US-WY,,,,,,2025-WYCOX-250020,,No Decision,,,,2/26/2025 12:46:32 AM,2/26/2025 12:46:36 AM,IRWIN,0,,,{55F2E2EA-B9BC-4C15-B7AB-FB009A53180F},d61129b5-da35-4a46-9739-ab83cb4fc514,3.40782662533456E-07,0.00290299155872443,
