"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/30/2025","AirNow","060595001","1","0.037","ppm","34","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/31/2025","AirNow","060595001","1","0.033","ppm","31","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/01/2025","AirNow","060595001","1","0.041","ppm","38","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/02/2025","AirNow","060595001","1","0.043","ppm","40","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/03/2025","AirNow","060595001","1","0.03","ppm","28","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/04/2025","AirNow","060595001","1","0.034","ppm","31","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/05/2025","AirNow","060595001","1","0.027","ppm","25","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/07/2025","AirNow","060595001","1","0.033","ppm","31","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/08/2025","AirNow","060595001","1","0.037","ppm","34","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/09/2025","AirNow","060595001","1","0.042","ppm","39","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/10/2025","AirNow","060595001","1","0.04","ppm","37","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/11/2025","AirNow","060595001","1","0.038","ppm","35","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/12/2025","AirNow","060595001","1","0.033","ppm","31","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/13/2025","AirNow","060595001","1","0.033","ppm","31","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/14/2025","AirNow","060595001","1","0.04","ppm","37","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/15/2025","AirNow","060595001","1","0.042","ppm","39","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/16/2025","AirNow","060595001","1","0.041","ppm","38","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/17/2025","AirNow","060595001","1","0.042","ppm","39","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/18/2025","AirNow","060595001","1","0.041","ppm","38","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/19/2025","AirNow","060595001","1","0.045","ppm","42","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/20/2025","AirNow","060595001","1","0.048","ppm","44","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/21/2025","AirNow","060595001","1","0.042","ppm","39","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/22/2025","AirNow","060595001","1","0.04","ppm","37","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/23/2025","AirNow","060595001","1","0.058","ppm","61","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/24/2025","AirNow","060595001","1","0.054","ppm","50","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/25/2025","AirNow","060595001","1","0.047","ppm","44","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/26/2025","AirNow","060595001","1","0.047","ppm","44","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/27/2025","AirNow","060595001","1","0.049","ppm","45","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"02/28/2025","AirNow","060595001","1","0.048","ppm","44","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"03/01/2025","AirNow","060595001","1","0.042","ppm","39","La Habra","21","88.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
