"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/16/2025","AirNow","060370113","1","0.034","ppm","31","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/17/2025","AirNow","060370113","1","0.04","ppm","37","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/18/2025","AirNow","060370113","1","0.046","ppm","43","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/19/2025","AirNow","060370113","1","0.043","ppm","40","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/20/2025","AirNow","060370113","1","0.043","ppm","40","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/21/2025","AirNow","060370113","1","0.037","ppm","34","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/22/2025","AirNow","060370113","1","0.029","ppm","27","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/23/2025","AirNow","060370113","1","0.04","ppm","37","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/24/2025","AirNow","060370113","1","0.04","ppm","37","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/25/2025","AirNow","060370113","1","0.04","ppm","37","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/26/2025","AirNow","060370113","1","0.036","ppm","33","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/27/2025","AirNow","060370113","1","0.035","ppm","32","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/28/2025","AirNow","060370113","1","0.033","ppm","31","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/29/2025","AirNow","060370113","1","0.042","ppm","39","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/01/2025","AirNow","060370113","1","0.037","ppm","34","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/02/2025","AirNow","060370113","1","0.035","ppm","32","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/03/2025","AirNow","060370113","1","0.029","ppm","27","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/04/2025","AirNow","060370113","1","0.034","ppm","31","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
